Voll,Demand_Segment,Cost_of_Demand_Curtailment_per_MW,Max_Demand_Curtailment,$/MWh,Rep_Periods,Timesteps_per_Rep_Period,Sub_Weights,Time_Index,Load_MW_z1,Load_MW_z2,Load_MW_z3,Load_MW_z4,Load_MW_z5,Load_MW_z6,Load_MW_z7,Load_MW_z8,Load_MW_z9,Load_MW_z10,Load_MW_z11,Load_MW_z12,Load_MW_z13,Load_MW_z14,Load_MW_z15,Load_MW_z16,Load_MW_z17,Load_MW_z18,Load_MW_z19,Load_MW_z20,Load_MW_z21,Load_MW_z22,Load_MW_z23,Load_MW_z24,Load_MW_z25,Load_MW_z26
,,,,,,,,1358,10977,10347,15934,32995,11933,17238,9105,18381,20857,19567,7571,6901,10231,11472,27501,28594,8256,7266,4541,12373,20525,18932,23821,16110,44369,2088
,,,,,,,,1359,11408,10709,16497,33227,11913,17268,9104,18759,20952,19374,7584,6930,10276,11632,27791,28461,8476,7381,4608,12653,20526,18933,23931,17147,45706,2159
,,,,,,,,1360,11751,11035,17005,33105,11965,17497,9211,19109,21196,19255,7624,6949,10330,11709,28181,28618,8554,7531,4671,12978,20671,19154,24151,18190,46952,2221
,,,,,,,,1361,12086,11235,17315,32495,12144,17794,9314,19369,21554,19164,7698,7001,10432,11661,28594,28865,8728,7719,4786,13252,20914,19483,24400,19004,47991,2274
,,,,,,,,1362,12475,11365,17518,31785,12297,17937,9359,19599,21847,19032,7708,6994,10489,11496,28641,28938,8713,7834,4874,13417,20996,19749,24422,19592,48661,2309
,,,,,,,,1363,12816,11521,17764,32013,12659,18097,9430,19332,21863,19410,7703,6958,10523,11410,28768,29176,8979,7818,4880,13205,21896,20001,24580,20023,48137,2287
,,,,,,,,1364,13045,11735,18097,31868,12721,18235,9595,19080,22073,19798,7705,6969,10481,11529,29031,29593,9006,7798,4894,12982,22055,20343,25282,20126,47182,2244
,,,,,,,,1365,13070,11783,18176,29991,12851,18559,10072,19368,22653,20299,7969,7217,10602,11840,30236,30308,9183,7909,4925,13131,20946,20413,25349,19585,47238,2239
,,,,,,,,1366,12960,11916,18389,27262,13407,18303,9694,19142,22081,20843,7949,7190,10960,11508,29849,30300,9267,7811,4829,13021,19451,19514,23885,19179,46429,2192
,,,,,,,,1367,12811,11866,18311,24529,12794,17173,9017,18027,20374,20931,7393,6750,10616,10675,27780,28516,9441,7236,4464,12132,17850,18126,21866,18557,43156,2035
,,,,,,,,1368,12584,12269,18928,22241,11537,15951,8436,16514,18821,20744,6681,6208,9931,9750,25305,26603,9200,6549,4069,11044,16741,16947,20232,17073,38646,1812
,,,,,,,,1369,11767,11916,18384,20518,10079,14847,8066,15346,17751,20057,5850,5712,9249,9082,23038,24954,8644,6053,3777,10252,15998,16918,19079,15447,35106,1630
,,,,,,,,1370,10802,10851,16738,19523,9289,14206,7882,14485,16927,18124,5558,5471,8861,8685,21908,24183,8075,5669,3588,9796,15733,16333,18400,13911,32796,1496
,,,,,,,,1371,9912,9685,14937,19219,8852,13948,7838,14113,16697,16115,5382,5326,8606,8458,21289,23758,7551,5539,3511,9532,15918,16092,18182,12780,31596,1433
,,,,,,,,1372,9183,8695,13432,19824,8639,13988,7973,13898,16817,14638,5327,5263,8565,8450,21137,23783,7487,5508,3498,9426,16727,16273,18353,11859,31056,1404
,,,,,,,,1373,8847,8473,13084,21711,8532,14528,8276,13887,17437,14114,5406,5308,8647,8601,21534,24441,7471,5651,3617,9512,18746,17085,19362,11420,31354,1415
,,,,,,,,1374,8709,8251,12741,23758,8840,15596,9185,14485,18963,13886,5749,5611,9033,9307,23231,26329,7506,6055,3891,9945,20420,18498,21481,11233,33257,1502
,,,,,,,,1375,8730,8224,12695,25904,9962,17029,10099,15610,20985,14142,6526,6224,9701,10244,26356,29371,7641,6632,4271,10771,21610,19993,23056,11457,36706,1665
,,,,,,,,1376,9040,8458,13051,28244,11833,18190,10759,16438,22740,15097,7357,6976,10761,10953,28928,31476,8119,7192,4702,11236,22383,20882,23931,11928,38768,1777
,,,,,,,,1377,9641,8957,13820,30385,12693,19009,11199,17044,23885,16875,7757,7423,11539,11420,29951,32447,8552,7605,4950,11690,23260,21531,25017,12765,40578,1875
,,,,,,,,1378,10133,9871,15242,32270,12967,19364,11553,17834,24564,19570,8028,7736,12026,11733,30514,32985,8703,7860,5105,12327,23846,21998,26148,14039,42732,1968
,,,,,,,,1379,10808,10854,16760,33947,13342,19717,11810,18701,25182,20788,8293,7958,12437,12026,31287,33723,8849,8080,5230,12980,24373,22531,27230,14995,45024,2068
,,,,,,,,1380,11293,11404,17603,35791,13699,20014,11965,19415,25622,20903,8435,8084,12814,12263,31781,34301,8972,8302,5351,13466,24954,22866,28153,15858,47192,2175
,,,,,,,,1381,11727,11724,18090,36926,13920,20434,12120,20275,26128,20558,8515,8164,13111,12485,32028,34629,9090,8521,5502,13966,25097,23334,29085,16801,49168,2275
,,,,,,,,1382,12229,12149,18746,37258,13935,20702,12226,21022,26524,20949,8537,8194,13303,12580,31990,34828,9204,8730,5602,14453,25217,23789,29821,17688,51090,2368
,,,,,,,,1383,12697,12512,19309,37189,14025,20879,12190,21606,26633,21169,8501,8159,13534,12648,31874,34956,9365,8895,5701,14740,25441,24156,30364,18532,52468,2440
,,,,,,,,1384,13114,12707,19611,37017,14167,21104,12209,21994,26816,21324,8523,8143,13652,12779,32017,35162,9530,9080,5827,14993,25760,24712,31071,19324,53724,2509
,,,,,,,,1385,13551,12956,19994,36508,14404,21468,12193,22449,27132,21455,8618,8161,13733,12865,32530,35497,9725,9329,5996,15328,25920,25190,31549,20176,54677,2559
,,,,,,,,1386,14002,13120,20250,35794,14761,21722,12135,22561,27331,21748,8679,8145,13831,12954,32900,35611,10175,9471,6129,15339,25860,25373,31593,20923,54649,2566
,,,,,,,,1387,14572,13422,20721,35350,14584,21453,11808,22234,27152,22333,8425,7885,13629,12646,32245,34882,10418,9423,6146,15141,25481,24947,30745,21494,53366,2511
,,,,,,,,1388,14806,13657,21095,33746,14161,20854,11387,21270,26212,23001,8228,7724,13083,12346,31533,33998,10759,9048,5974,14400,24516,24350,29814,21696,51023,2400
,,,,,,,,1389,14723,13667,21125,31177,14281,20555,11408,20921,25612,23357,8267,7761,12883,12485,31846,34049,10321,8726,5709,14072,22807,24060,29192,21020,50088,2345
,,,,,,,,1390,14064,13108,20268,27889,13924,19950,10805,20391,24546,23007,7951,7493,12915,12031,30577,33641,9790,8410,5486,13681,20725,22554,26787,20194,48431,2262
,,,,,,,,1391,13500,12657,19571,24697,12928,18390,9871,18929,22320,22182,7242,6913,12260,10992,27840,31087,9779,7669,4986,12640,18958,20586,23998,19044,44294,2061
,,,,,,,,1392,13179,12932,20000,22281,11584,16905,9177,17210,20456,21834,6513,6290,11222,10010,25220,28423,9462,6873,4523,11432,17799,18870,21763,17396,39544,1829
,,,,,,,,1393,12259,12278,18992,20652,10333,15795,8689,15838,19219,20540,5935,5799,10345,9264,23131,26350,8716,6356,4213,10585,17096,17746,20410,15521,35956,1652
,,,,,,,,1394,11211,11104,17170,19610,9494,15167,8417,15049,18400,18431,5584,5502,9754,8819,22026,25302,8254,6073,4018,10120,16730,17104,19588,13921,33929,1543
,,,,,,,,1395,10363,9958,15391,19142,9039,14680,8278,14586,17967,16660,5373,5324,9385,8669,21410,24664,7904,5893,3916,9819,16765,16734,19112,12792,32558,1473
,,,,,,,,1396,9667,9202,14211,19632,8822,14565,8334,14318,17867,15406,5301,5249,9130,8636,21288,24619,7764,5816,3875,9676,17590,16853,19115,12062,31975,1441
,,,,,,,,1397,9323,8879,13707,21565,8715,14937,8702,14312,18437,14797,5363,5278,9112,8800,21682,25123,7645,5889,3956,9738,19356,17475,20018,11556,32151,1448
,,,,,,,,1398,9092,8629,13322,23741,8990,15835,9414,14841,19741,14514,5694,5570,9383,9503,23485,26835,7625,6267,4200,10135,20940,18824,21949,11363,34075,1537
,,,,,,,,1399,9101,8535,13172,25884,10071,17213,10274,15864,21712,14717,6490,6206,9960,10488,26803,29743,7681,6784,4580,10933,22062,20168,23222,11601,37744,1707
,,,,,,,,1400,9335,8718,13451,28285,11902,18490,10910,16648,23260,15617,7332,6963,11065,11194,29264,31682,8105,7322,4990,11310,23058,21106,24192,12148,39617,1814
,,,,,,,,1401,9894,9250,14271,30601,12759,19197,11370,17226,24197,17285,7715,7393,11947,11616,30181,32665,8507,7734,5223,11730,24015,21849,25442,13141,40683,1876
,,,,,,,,1402,10506,10166,15696,32545,13042,19691,11789,17977,24894,20032,7963,7682,12511,12061,30901,33484,8732,8036,5361,12340,24958,22551,26782,14420,41962,1930
,,,,,,,,1403,11111,11032,17036,34349,13373,20214,12065,18839,25397,21230,8200,7880,13006,12463,31783,34514,8968,8315,5513,12946,25953,23375,28122,15282,43263,1982
,,,,,,,,1404,11550,11373,17556,36017,13727,20741,12276,19731,25875,21185,8348,8006,13433,12874,32339,35237,9055,8618,5678,13530,26820,24165,29420,16194,44548,2048
,,,,,,,,1405,11991,11796,18199,37387,13895,21183,12531,20455,26252,20866,8397,8054,13749,13184,32535,35770,9208,8901,5811,14065,27566,24753,30551,17105,45635,2107
,,,,,,,,1406,12490,12081,18640,38213,13858,21520,12671,21128,26614,21163,8415,8076,14006,13500,32785,36291,9370,9240,5954,14687,28326,25417,31512,18073,46919,2172
,,,,,,,,1407,12957,12405,19141,38328,13925,21763,12670,21587,26626,21365,8409,8067,14290,13626,32921,36490,9597,9505,6048,15075,28897,25963,32313,18949,48010,2230
,,,,,,,,1408,13364,12625,19483,38362,14015,22191,12727,22011,26753,21479,8481,8101,14508,13849,33416,36969,9814,9805,6143,15490,29054,26531,33081,19764,48970,2282
,,,,,,,,1409,13755,12895,19901,38152,14215,22693,12723,22567,26940,21613,8611,8154,14761,13951,34160,37565,10046,10144,6249,15945,28969,27003,33484,20619,50184,2345
,,,,,,,,1410,14178,13152,20299,37024,14611,22926,12639,22477,26895,21926,8709,8174,14840,14042,34540,37723,10544,10294,6258,15992,28414,26880,33011,21363,50537,2370
,,,,,,,,1411,14549,13477,20806,35598,14478,22707,12309,22160,26640,22374,8460,7920,14593,13456,33550,36758,10827,10261,6185,15826,27724,26217,31751,21970,50072,2353
,,,,,,,,1412,14827,13817,21342,33863,14107,21892,11886,21277,25595,23045,8194,7694,14006,13084,32650,35540,11091,9815,5953,15037,26569,25431,30782,22239,48701,2289
,,,,,,,,1413,14708,13843,21397,31177,14224,21420,11844,20922,24952,23423,8209,7710,13885,13004,33230,35263,10653,9388,5668,14507,24527,24866,29922,21531,48011,2246
,,,,,,,,1414,14048,13267,20513,27595,13853,20732,11144,20357,24054,22941,7933,7478,13742,12414,32143,34800,10094,9054,5490,14096,21986,23236,27512,20598,46923,2189
,,,,,,,,1415,13451,12753,19719,24184,12894,19127,10164,18953,21953,22157,7211,6887,12949,11314,29168,32052,10067,8236,4989,12980,19961,21135,24673,19505,43231,2006
,,,,,,,,1416,13058,13079,20225,21770,11564,17477,9414,17130,20145,21800,6485,6265,11852,10294,26448,29132,9684,7341,4516,11705,18627,19205,22335,17959,38554,1778
,,,,,,,,1417,12154,12467,19282,20200,10283,16331,8935,15857,19019,20540,5910,5733,10951,9515,23997,27104,9002,6714,4228,10780,17744,17996,20893,16203,35145,1611
,,,,,,,,1418,11133,11272,17429,19151,9491,15512,8648,15054,18355,18445,5553,5463,10158,9054,22737,25839,8402,6323,4060,10283,17298,17238,20007,14564,32979,1500
,,,,,,,,1419,10338,10119,15638,18731,9043,14988,8433,14591,17888,16677,5341,5290,9684,8744,21999,25033,8066,6090,3953,9955,17256,16823,19449,13423,31726,1435
,,,,,,,,1420,9790,9399,14516,19283,8827,14789,8508,14320,17863,15615,5262,5210,9364,8612,21683,24688,7844,5962,3916,9788,17931,16792,19389,12653,31101,1401
,,,,,,,,1421,9449,9011,13912,21387,8716,15164,8879,14342,18477,15022,5328,5248,9285,8752,21889,25142,7715,6026,3995,9833,19739,17441,20258,12088,31270,1406
,,,,,,,,1422,9188,8727,13471,23609,8991,16086,9616,14888,19877,14722,5665,5546,9513,9487,23622,26901,7609,6385,4238,10217,21212,18647,22147,11722,33013,1485
,,,,,,,,1423,9181,8621,13302,25435,10073,17274,10347,15908,21627,14960,6438,6163,10063,10388,26627,29639,7634,6880,4598,10961,22473,19992,23431,11860,36571,1651
,,,,,,,,1424,9454,8797,13570,26854,11910,18588,10842,16665,23129,15860,7302,6916,11012,11084,29161,31549,8089,7460,4998,11401,23564,21066,24352,12259,38468,1758
,,,,,,,,1425,9975,9303,14349,28091,12835,19400,11119,17312,23919,17482,7779,7412,11798,11570,30534,32897,8451,7841,5197,11877,24666,22050,25618,12948,40132,1853
,,,,,,,,1426,10568,10223,15780,28675,13169,19734,11356,18202,24377,20342,8074,7718,12135,11951,31413,33612,8791,8118,5325,12603,25816,22832,27001,14200,42116,1941
,,,,,,,,1427,11208,11121,17172,29407,13495,20191,11533,19243,24867,21568,8368,7952,12486,12220,32610,34581,9049,8401,5429,13450,26953,23760,28359,15188,44476,2044
,,,,,,,,1428,11703,11553,17833,29968,13793,20717,11615,20230,25172,21369,8573,8098,12687,12642,33468,35403,9285,8701,5524,14135,27947,24738,29660,16080,46932,2166
,,,,,,,,1429,12212,11937,18419,30347,13947,21051,11738,21178,25445,20899,8694,8177,12867,13032,34153,36014,9534,8975,5612,14847,28535,25770,30937,17117,49398,2289
,,,,,,,,1430,12818,12536,19346,30911,13884,21379,11747,22175,25707,21243,8807,8240,12961,13527,34761,36584,9794,9280,5711,15605,29013,26605,32033,18124,51948,2413
,,,,,,,,1431,13308,12981,20037,31461,13966,21601,11697,22849,25790,21285,8943,8309,13063,13848,35205,36788,9962,9544,5818,16203,29417,27445,32872,19162,54197,2524
,,,,,,,,1432,13676,13267,20480,31738,14190,21906,11692,23311,25945,21240,8987,8277,13138,14107,35954,36949,10040,9830,5943,16672,29609,28333,33454,20178,56204,2627
,,,,,,,,1433,14098,13716,21174,31952,14504,22240,11697,23796,26228,21258,9118,8281,13194,14310,36682,37243,10202,10104,6087,17160,29369,28818,33981,21021,58039,2721
,,,,,,,,1434,14542,14144,21837,31942,14899,22356,11628,23842,26401,21306,9116,8185,13147,14348,36869,37122,10401,10235,6187,17282,28642,28776,33755,21766,58744,2765
,,,,,,,,1435,14846,14624,22587,31801,14608,21940,11331,23435,26222,21655,8778,7859,12874,13763,35561,35982,10720,10122,6153,17058,27862,27875,32437,22237,57823,2727
,,,,,,,,1436,15172,14989,23164,30735,14046,21077,11012,22394,25306,22211,8432,7597,12314,13133,34023,34537,11075,9609,5913,16144,26711,26648,30986,22317,55207,2603
,,,,,,,,1437,15103,14982,23169,28536,14071,20618,11139,21637,24767,22508,8443,7681,12177,13117,34309,34333,10402,9156,5668,15349,24649,25800,30011,21452,53001,2492
,,,,,,,,1438,14540,14317,22147,25615,14171,19908,10641,20932,23935,22056,8230,7598,12246,12595,33274,33927,9890,8777,5474,14736,22043,23858,27413,20355,50861,2382
,,,,,,,,1439,13982,13645,21107,22757,13316,18396,9758,19399,21837,21371,7479,7028,11733,11557,30139,31323,9912,7992,4988,13522,19938,21580,24538,19467,46416,2165
,,,,,,,,1440,13581,13732,21242,20654,11932,16837,9048,17505,19961,21058,6668,6370,10815,10452,27060,28610,9527,7137,4513,12156,18575,19525,22166,17943,41106,1905
,,,,,,,,1441,12666,12995,20103,19210,10766,15759,8670,16155,18872,19972,6053,5898,9979,9681,24681,26648,8967,6539,4223,11176,17665,18202,20562,16077,37181,1712
,,,,,,,,1442,11626,11676,18056,18243,9863,15104,8467,15298,18139,18069,5679,5577,9540,9211,23322,25480,8426,6197,4041,10578,17251,17387,19715,14418,34619,1581
,,,,,,,,1443,10772,10470,16182,17882,9352,14705,8356,14720,17799,16420,5444,5374,9230,8896,22394,24722,8088,6002,3955,10184,17070,16904,19239,13133,33050,1500
,,,,,,,,1444,10109,9651,14904,18424,9080,14590,8498,14404,17848,15426,5351,5274,9045,8771,21959,24548,7885,5912,3931,9985,17821,16943,19207,12316,32218,1456
,,,,,,,,1445,9738,9210,14217,20397,8905,14977,8871,14356,18447,14938,5377,5271,9094,8903,22062,25110,7737,5989,4014,9963,19442,17523,20025,11780,32206,1453
,,,,,,,,1446,9453,8866,13686,22606,9110,15900,9567,14832,19784,14846,5658,5512,9359,9460,23487,26675,7691,6331,4274,10296,20963,18727,21933,11505,33924,1530
,,,,,,,,1447,9416,8744,13492,24474,10113,17170,10399,15929,21709,15241,6403,6089,9949,10342,26161,29407,7733,6845,4645,11017,22048,20113,23290,11692,37299,1687
,,,,,,,,1448,9626,8893,13717,26418,11991,18413,10892,16826,23215,16273,7177,6784,10980,11068,28354,31422,8097,7421,5049,11514,23164,21121,24080,12123,39320,1802
,,,,,,,,1449,10144,9424,14534,28227,12756,19048,11190,17598,23970,18039,7493,7160,11641,11535,29091,32174,8458,7875,5290,12095,24149,21887,25209,13031,41445,1920
,,,,,,,,1450,10768,10371,16008,29802,12929,19298,11425,18553,24417,21008,7660,7387,12065,11973,29405,32564,8821,8205,5430,12906,25203,22704,26780,14268,43966,2031
,,,,,,,,1451,11412,11209,17308,31205,13229,19579,11574,19783,24860,21914,7851,7548,12429,12331,30081,33226,9093,8507,5592,13820,26332,23804,28286,15274,46758,2155
,,,,,,,,1452,11877,11603,17912,32809,13457,20034,11642,20913,25265,21513,7955,7650,12664,12552,30611,33644,9265,8850,5790,14582,27270,24868,29643,16144,49653,2301
,,,,,,,,1453,12318,12034,18569,34201,13573,20413,11769,22041,25650,20966,7992,7689,12878,12738,30988,34085,9481,9171,5977,15333,27739,25906,30960,17236,52416,2436
,,,,,,,,1454,12815,12628,19488,35211,13533,20806,11779,23138,26037,21156,8052,7756,13022,12726,31322,34467,9731,9512,6124,16118,27590,26965,32202,18309,55350,2579
,,,,,,,,1455,13271,13028,20109,36032,13684,21091,11724,23897,26111,21028,8102,7800,13225,12809,31677,34688,9882,9803,6188,16707,27262,27787,33288,19317,57801,2699
,,,,,,,,1456,13573,13316,20555,36492,13886,21506,11732,24523,26268,20846,8206,7863,13355,12993,32437,35051,9930,10114,6330,17147,26848,28486,34137,20219,59874,2805
,,,,,,,,1457,13768,13637,21053,36564,14265,21914,11731,25059,26492,20665,8394,7967,13466,13104,33316,35482,10224,10383,6520,17600,26390,28894,34558,21038,61565,2894
,,,,,,,,1458,14082,13857,21395,35953,14671,22101,11637,25279,26668,20729,8482,7969,13423,13155,33629,35401,10410,10473,6593,17677,26033,28831,34160,21807,61876,2920
,,,,,,,,1459,14468,14141,21841,34816,14410,21850,11371,24833,26497,21119,8196,7680,13113,12680,32421,34537,10887,10312,6508,17366,25734,27867,32593,22282,60415,2861
,,,,,,,,1460,14691,14334,22151,33089,13909,21020,11104,23550,25666,21535,7900,7418,12568,12141,31033,33436,11206,9812,6259,16430,25015,26627,30999,22345,57372,2716
,,,,,,,,1461,14626,14117,21832,30588,13967,20714,11235,22651,25193,21871,7997,7497,12407,12202,31372,33245,10729,9422,6015,15661,23375,25925,29953,21503,55235,2603
,,,,,,,,1462,14040,13360,20667,27075,13700,20138,10650,21986,24423,21536,7784,7339,12514,11820,30636,33016,10179,9127,5862,15164,21008,24271,27651,20598,53165,2497
,,,,,,,,1463,13525,12787,19782,23900,12967,18644,9754,20295,22367,20898,7104,6783,11964,10787,27783,30563,10076,8346,5393,13935,19222,21929,24684,19620,48462,2267
,,,,,,,,1464,13246,12950,20034,21111,11627,17099,9088,18362,20518,20699,6404,6179,11006,9780,24927,27943,9737,7458,4876,12575,17959,19841,22258,18164,43168,2007
,,,,,,,,1465,12421,12418,19212,19400,10526,15893,8687,16934,19312,19830,5858,5705,10151,9094,22748,25996,9113,6818,4532,11572,17176,18581,20863,16383,39123,1809
,,,,,,,,1466,11452,11224,17359,18384,9672,15125,8427,15884,18471,18001,5529,5418,9500,8627,21595,24897,8554,6456,4294,10932,16760,17706,19919,14764,36392,1666
,,,,,,,,1467,10666,10081,15583,17973,9197,14797,8327,15276,18078,16480,5339,5248,9197,8385,20917,24354,8152,6229,4161,10547,16716,17176,19330,13551,34723,1581
,,,,,,,,1468,9991,9309,14377,18475,8966,14688,8398,14871,18041,15684,5285,5180,8993,8273,20687,24279,7945,6120,4107,10304,17396,17227,19303,12681,33688,1526
,,,,,,,,1469,9613,8944,13806,20304,8832,14998,8757,14807,18571,15304,5361,5220,8977,8393,21050,24696,7741,6180,4161,10288,19007,17752,20076,12130,33576,1518
,,,,,,,,1470,9377,8637,13333,22423,9090,15862,9425,15277,19834,15258,5651,5468,9200,8962,22556,26333,7895,6526,4379,10611,20378,18785,21730,11891,35156,1590
,,,,,,,,1471,9396,8558,13205,24878,10296,17104,10228,16227,21756,15769,6418,6067,9768,9833,25359,28979,7676,7057,4773,11300,21381,20148,23052,12033,38371,1739
,,,,,,,,1472,9627,8725,13460,27595,12317,18315,10767,17093,23415,17065,7163,6761,10787,10540,27804,30851,8029,7656,5244,11770,22141,21432,24202,12408,40505,1860
,,,,,,,,1473,10156,9245,14261,29782,13097,19096,11168,18054,24489,18918,7512,7173,11677,11035,28692,31814,8430,8143,5555,12384,22534,22411,25511,13283,42930,1992
,,,,,,,,1474,10599,10178,15713,31725,13209,19660,11466,19128,25355,21769,7684,7412,12206,11459,29287,32405,8775,8514,5784,13234,22942,23414,26848,14525,45575,2111
,,,,,,,,1475,11040,11030,17032,33518,13495,20323,11692,20225,26179,22276,7919,7616,12690,11706,30013,33337,9169,8940,5992,14107,23342,24674,28151,15382,48389,2236
,,,,,,,,1476,11429,11416,17621,35063,13691,20982,11817,21624,26825,21917,8042,7736,13211,11976,30517,34030,9377,9387,6217,14879,23829,25967,29357,16077,51147,2375
,,,,,,,,1477,11682,11711,18070,35953,13763,21522,12020,22728,27505,21321,8104,7800,13523,12143,30883,34591,9576,9779,6401,15541,24363,27011,30505,16880,53699,2500
,,,,,,,,1478,11893,12151,18748,36587,13703,22033,12092,23770,28030,21464,8115,7817,13810,12299,31096,35128,9985,10156,6528,16184,24566,28026,31631,17600,56106,2618
,,,,,,,,1479,12087,12406,19144,36836,13808,22457,12111,24491,28304,21030,8131,7829,14129,12477,31333,35369,9870,10437,6596,16661,24839,28839,32571,18281,58189,2721
,,,,,,,,1480,12164,12383,19109,36617,13973,22888,12147,24940,28548,20664,8192,7853,14357,12730,31907,35938,9934,10641,6663,17006,25102,29439,33298,18839,59968,2813
,,,,,,,,1481,12317,12557,19379,36144,14405,23329,12185,25358,28859,20466,8293,7879,14570,13088,32527,36485,10125,10829,6746,17364,24919,29666,33546,19462,61329,2886
,,,,,,,,1482,12526,12736,19655,34764,14795,23448,12039,25311,28666,20362,8311,7821,14636,13090,32710,36467,10159,10840,6739,17319,24298,29179,32867,19999,61351,2899
,,,,,,,,1483,12811,12999,20067,33350,14456,22952,11672,24707,27999,20632,7993,7503,14337,12432,31411,35411,10353,10601,6569,16847,23546,27881,31108,20284,59458,2820
,,,,,,,,1484,12976,13207,20399,31885,13901,21845,11218,23330,26622,21010,7665,7212,13671,11684,29733,33746,10445,10052,6215,15797,23087,26373,29438,20271,56077,2659
,,,,,,,,1485,12952,13165,20349,29816,13870,21277,11181,22419,25989,21182,7707,7241,13327,11617,29778,33142,9933,9580,5933,15032,21788,25575,28590,19485,53482,2524
,,,,,,,,1486,12491,12596,19476,26990,13203,20661,10778,21647,25227,20720,7547,7121,13224,11395,29207,32898,9351,9284,5764,14638,19950,24049,26670,18691,51776,2436
,,,,,,,,1487,12054,12154,18794,24089,12609,19275,9913,20310,23266,20106,6972,6664,12693,10531,26842,30538,9400,8585,5339,13691,18199,22001,24235,17936,48088,2253
,,,,,,,,1488,11917,12432,19227,21707,11571,17671,9110,18581,21384,20054,6351,6136,11763,9635,24373,27936,9041,7788,4883,12642,16918,20076,22025,16726,43898,2044
,,,,,,,,1489,11388,12096,18710,20183,10491,16442,8563,17261,20031,19522,6066,5703,10826,8863,22505,25742,8445,7121,4545,11723,16199,18732,20539,15275,40102,1857
,,,,,,,,1490,10622,11121,17196,18891,9553,15548,8245,16255,19123,17944,5653,5395,10095,8430,20993,24250,7906,6783,4382,11002,15640,17760,19520,13821,37416,1732
,,,,,,,,1491,9980,10121,15639,18199,9090,14869,8032,15481,18460,16690,5465,5210,9611,8100,20191,23378,7614,6430,4182,10563,15448,17045,18738,12591,35369,1624
,,,,,,,,1492,9546,9442,14546,18101,8803,14532,7942,14968,18173,16056,5365,5104,9280,7922,19799,22905,7382,6248,4082,10257,15569,16662,18418,11917,34127,1560
,,,,,,,,1493,9118,8885,13677,18350,8637,14505,8014,14741,18234,15246,5359,5091,9133,7912,19708,22801,7245,6183,4073,10136,15779,16656,18496,11330,33446,1524
,,,,,,,,1494,8991,8651,13306,19224,8749,14624,8115,14714,18378,15289,5427,5138,9104,8086,20079,23335,7176,6230,4119,10146,16374,16936,18813,11051,33490,1523
,,,,,,,,1495,8922,8483,13041,21602,9054,14973,8521,14741,19092,15656,5660,5276,9201,8178,20701,24007,7174,6309,4240,10167,17587,17531,19355,10900,33934,1546
,,,,,,,,1496,8937,8472,13017,25063,9498,16124,9021,15227,20438,16252,6091,5614,9689,8622,22271,25510,7358,6744,4457,10474,18949,19017,20889,10882,35302,1623
,,,,,,,,1497,9082,8636,13266,28073,10292,17606,9620,16554,21930,17078,6631,6093,10538,9434,24140,27481,7545,7428,4798,11168,19834,20755,22581,11352,38666,1804
,,,,,,,,1498,9309,8796,13520,30624,11304,18886,10142,18030,23282,18760,7115,6495,11529,10068,25691,29355,7574,8001,5127,12066,20606,22309,24286,12367,42336,1984
,,,,,,,,1499,9781,9375,14422,32237,12023,20020,10594,19540,24528,19727,7471,6814,12510,10562,26769,30762,7950,8515,5428,12973,21177,23931,26058,13512,45978,2166
,,,,,,,,1500,10292,9944,15299,33316,12355,20853,10911,20984,25410,20438,7692,7008,13359,10932,27576,31835,8251,8882,5645,13820,21700,25297,27518,14653,48996,2318
,,,,,,,,1501,10797,10553,16243,34109,12593,21599,11207,22147,26022,20739,7843,7139,14083,11303,28112,32750,8523,9212,5765,14547,22240,26603,28870,15797,51400,2437
,,,,,,,,1502,11208,11047,17005,34687,12552,22174,11420,23152,26386,20648,7905,7199,14554,11470,28440,33348,8635,9509,5800,15218,22718,27653,30238,16756,53633,2548
,,,,,,,,1503,11527,11424,17591,34713,12476,22622,11553,23766,26538,20162,7927,7238,14875,11843,28819,33948,8712,9781,5761,15659,23085,28287,31214,17690,55615,2651
,,,,,,,,1504,11774,11689,18004,34529,12361,23062,11686,24187,26748,19827,7960,7249,15173,12176,29371,34578,8712,10000,5761,16035,23262,28777,31936,18523,57054,2724
,,,,,,,,1505,12027,11894,18319,33922,12545,23393,11769,24495,27010,19585,8047,7314,15393,12571,30215,35317,8740,10171,5762,16226,23155,28889,32154,19266,58165,2780
,,,,,,,,1506,12322,12097,18630,32821,12671,23340,11626,24410,26920,19197,8057,7307,15426,12609,30536,35369,8625,10154,5734,16206,22488,28510,31373,19794,58197,2788
,,,,,,,,1507,12601,12360,19038,31752,13006,23010,11366,23778,26055,19355,8023,7250,15177,12473,30621,35148,8800,9879,5556,15751,22453,27572,30014,20113,56820,2728
,,,,,,,,1508,12838,12584,19388,30748,12968,22394,11165,22843,25326,19533,7882,7133,14673,12151,30076,34381,8789,9536,5417,15104,22398,26613,28933,20068,54697,2624
,,,,,,,,1509,12824,12591,19405,28964,12765,22001,11280,22394,25161,19816,7876,7136,14337,12011,29978,33503,8891,9311,5193,14805,21165,25702,28316,19446,53194,2543
,,,,,,,,1510,12700,12566,19374,26467,12977,21386,10821,21632,24321,20144,7849,7103,14123,11552,29518,33143,8892,9006,4906,14405,19484,24017,26307,18798,51452,2450
